doc_id,category,gold_label,gold_text,gold_start,gold_end,overlapping_fp_labels,overlapping_fp_texts
5293,label,EDU,Universität St. Gallen (HSG),442,470,ORG|ORG,HSG|Universität St. Gallen
5293,label,JOB,CFO,33,36,ORG,CFO
5293,label,NATION,deutscher,391,400,LOC,deutscher
5296,label,JOB,CFO,144,147,ORG,CFO
5296,omission,JOB,CEO,111,114,,
5298,omission,JOB,Head of Treasury,58,74,,
5307,omission,JOB,Head of Treasury,64,80,,
5308,omission,JOB,Geschäftsführer,51,66,,
5308,omission,IBAN,CH44 0023 3233 1234 5678 A,348,374,,
5312,omission,JOB,Verwaltungsratspräsident,69,93,,
5313,boundary,PER,David Roth,431,441,PER,David
5313,omission,JOB,Projektleiterin,58,73,,
5313,boundary,MONEY,CHF 200'000,349,360,MONEY,CHF 200'000.
5313,omission,JOB,CEO,421,424,,
5314,label,JOB,ETH-Ingenieurin,250,265,ORG,ETH
5314,omission,JOB,CEO,126,129,,
5318,label,JOB,Leiter Forschung & Entwicklung,317,347,ORG,Forschung & Entwicklung
5318,omission,JOB,Verwaltungsratspräsidentin,117,143,,
5320,label,JOB,CEO,73,76,ORG,CEO
5320,label,JOB,CFO,106,109,ORG,CFO
5336,omission,JOB,Managing Partner,199,215,,
5336,omission,JOB,Office Managerin,35,51,,
5343,omission,AGE,62 Jahre,381,389,,
5343,omission,JOB,ETH-Ingenieur,430,443,,
5343,omission,JOB,Inhaber,93,100,,
5343,omission,JOB,Geschäftsführer,105,120,,
5343,boundary,ORG,Präzisionsmechanik Fischer AG,29,58,ORG,Fischer AG
5346,boundary,MONEY,USD 150'000,145,156,MONEY,USD 150'000.
5346,label,JOB,Head of Trade Finance,184,205,ORG,Head of Trade Finance
5351,omission,JOB,Head of Treasury,61,77,,
5355,omission,JOB,CEO,62,65,,
5355,label,JOB,CFO,363,366,ORG,CFO
5355,omission,LOC,Zug,30,33,,
5360,label,JOB,Head of Treasury,54,70,ORG,Treasury
5368,label,JOB,CFO,39,42,ORG,CFO
5368,omission,JOB,CEO,324,327,,
5370,omission,JOB,Logistikleiter,334,348,,
5374,omission,JOB,Liquidatorin,129,141,,
5376,omission,JOB,CEO,55,58,,
5376,omission,JOB,CFO,87,90,,
5379,label,NATION,brasilianisches,397,412,LOC,brasilianisches
5379,omission,JOB,Export Manager,46,60,,
5380,label,JOB,CFO,73,76,ORG,CFO
5387,omission,ORG,Logistik Express SA,59,78,,
5387,label,NATION,französischer,338,351,LOC,französischer
5387,omission,JOB,CFO,51,54,,
5388,omission,JOB,Finanzchef,190,200,,
5389,omission,JOB,CEO,97,100,,
5389,label,JOB,Leiter Finanzen & Controlling,293,322,ORG,Finanzen & Controlling
5393,omission,JOB,Head of Treasury,57,73,,
5403,label,JOB,dipl. Architektin ETH,245,266,PER,ETH
5403,omission,AGE,68 Jahre,120,128,,
5407,omission,JOB,Geschäftsführerin,42,59,,
5407,label,EDU,HSG-Absolventin,203,218,ORG,HSG
5412,omission,JOB,Inhaber,94,101,,
5412,boundary,ORG,Logistik Solutions SA,59,80,ORG|ORG,Logistik|Solutions SA
5417,omission,JOB,Leiterin Finanzen,45,62,,
5417,label,EDU,HSG-Absolventin,122,137,ORG,HSG
5421,label,JOB,CFO,41,44,ORG,CFO
5421,omission,MONEY,15%,302,305,,
5422,omission,JOB,Finanzchefin,169,181,,
5422,omission,JOB,CEO,261,264,,
5422,omission,JOB,Verwaltungsratspräsident,119,143,,
5423,label,NATION,deutscher,382,391,LOC,deutscher
5423,omission,JOB,CFO,42,45,,
5425,omission,JOB,Group Treasurer,75,90,,
5427,label,JOB,CFO,155,158,ORG,CFO
5427,omission,JOB,CEO,122,125,,
5428,omission,JOB,Head of Treasury,64,80,,
5430,omission,JOB,Leiter Rechnungswesen,51,72,,
5436,omission,JOB,CFO,56,59,,
5437,omission,DATE,Ende Jahr,256,265,,
5437,omission,JOB,Geschäftsführer,120,135,,
5437,omission,EDU,HSG,222,225,,
5437,omission,AGE,64 Jahre,154,162,,
5440,omission,JOB,Geschäftsführer,139,154,,
5440,label,NATION,amerikanischen,307,321,LOC,amerikanischen
5440,label,EDU,ETH Zürich,96,106,ORG,ETH Zürich
5445,omission,JOB,Head of Treasury,49,65,,
5447,omission,AGE,68-jährigen,75,86,,
5448,label,JOB,Head of Sales,263,276,ORG,Head of Sales
5448,omission,JOB,Treasurer,44,53,,
5448,boundary,ORG,Suisse Commodity Traders SA,58,85,ORG,Suisse Commodity Traders
5449,omission,JOB,Legal Counsel,82,95,,
5449,omission,IBAN,CH12 0024 0240 C123 4567 8,381,407,,
5449,boundary,ORG,International Holdings SA,100,125,ORG|ORG,SA|International Holdings
5461,omission,LOC,Zug,103,106,,
5461,omission,JOB,Head of Finance,50,65,,
5463,omission,JOB,Assistent,438,447,,
5463,omission,JOB,Head of Treasury,50,66,,
5466,label,JOB,Head of Sales,280,293,ORG,Head of Sales
5466,label,NATION,amerikanischen,301,315,LOC,amerikanischen
5466,omission,JOB,CFO,42,45,,
5468,label,JOB,Leiterin Treasury,44,61,PER,Treasury
5469,label,EDU,Hotelfachschule Lausanne,399,423,ORG,Lausanne
5469,omission,AGE,68,37,39,,
5469,omission,JOB,Inhaber,57,64,,
5471,omission,EDU,ETH-Abschluss,395,408,,
5471,label,JOB,CEO,335,338,ORG,CEO
5471,label,NATION,deutsche,367,375,LOC,deutsche
5471,label,JOB,CFO,41,44,ORG,CFO
5474,omission,JOB,Sales Director,257,271,,
5474,omission,JOB,Buchhalterin,29,41,,
5475,omission,JOB,CEO,124,127,,
5480,omission,JOB,CEO,394,397,,
5480,omission,EDU,MBA,346,349,,
5480,omission,JOB,CFO,57,60,,
5480,label,NATION,deutsche,318,326,LOC,deutsche
5482,omission,JOB,Inhaber,83,90,,
5486,boundary,MONEY,CHF 25'000,353,363,MONEY,CHF 25'000.
5486,omission,DATE,12 Monaten,202,212,,
5486,omission,JOB,Sales Director,315,329,,
5486,omission,JOB,Geschäftsführer,21,36,,
5489,omission,JOB,Buchhalterin,62,74,,
5489,boundary,ORG,Neubau West AG,186,200,ORG,Mandantin Neubau West AG
5490,omission,JOB,CEO,58,61,,
5490,label,JOB,CFO,401,404,ORG,CFO
5492,omission,JOB,Geschäftsführer,85,100,,
5492,omission,JOB,Prokurist,442,451,,
5494,omission,DATE,Ende Monat,191,201,,
5494,omission,JOB,Leiter Finanzen,49,64,,
5494,omission,JOB,Mitarbeiterin,327,340,,
5495,omission,AGE,62-jährigen,54,65,,
5500,omission,JOB,Exportleiter,45,57,,
5500,boundary,MONEY,USD 850'000,236,247,MONEY,USD 850'000.
5502,label,JOB,CTO,175,178,ORG,CTO
5502,omission,JOB,Buchhalter,296,306,,
5502,omission,JOB,Office Managerin,51,67,,
5503,omission,JOB,Projektleiter,62,75,,
5504,label,NATION,deutschen,227,236,LOC,deutschen
5504,omission,JOB,CFO,54,57,,
5504,label,NATION,europäischen,358,370,LOC,europäischen
5505,omission,JOB,Geschäftsführer,80,95,,
5514,omission,JOB,Managing Partner,51,67,,
5514,omission,JOB,Senior Partner,188,202,,
5519,omission,JOB,Export Managerin,67,83,,
5519,omission,JOB,Leiter Finanzen,307,322,,
5521,label,JOB,CFO,36,39,ORG,CFO
5521,label,NATION,deutsche,278,286,LOC,deutsche
5529,omission,JOB,Assistentin der Geschäftsleitung,48,80,,
5529,omission,JOB,CEO,188,191,,
5532,omission,DATE,morgen,408,414,,
5532,omission,JOB,Leiterin Treasury,65,82,,
5539,omission,JOB,CFO,56,59,,
5543,omission,JOB,CEO,125,128,,
5543,boundary,LOC,Zürich-Altstetten,82,99,LOC|LOC,Altstetten|Zürich
5547,omission,JOB,Liquidator,46,56,,
5547,label,NATION,amerikanischer,236,250,LOC,amerikanischer
5551,omission,JOB,Inhaber,24,31,,
5560,omission,JOB,Head of Treasury,34,50,,
5568,label,JOB,CFO,46,49,ORG,CFO
5568,boundary,ORG,Swiss Commodity Traders Ltd.,70,98,ORG,Swiss Commodity Traders Ltd
5568,omission,LOC,Zug,34,37,,
5568,label,NATION,österreichischen,355,371,LOC,österreichischen
5580,omission,JOB,Treasurer,62,71,,
5601,label,JOB,CFO,139,142,ORG,CFO
5603,omission,JOB,CEO,59,62,,
5605,omission,LOC,Zug,235,238,,
5605,label,JOB,General Counsel,90,105,ORG,General Counsel
5605,label,NATION,deutscher,397,406,LOC,deutscher
5605,omission,JOB,CEO,351,354,,
5609,label,EDU,HSG,326,329,ORG,HSG
5609,omission,JOB,CFO,54,57,,
5617,omission,JOB,Eigentümer,46,56,,
5626,omission,JOB,IT-Leiter,49,58,,
5626,omission,JOB,Mitarbeiter,113,124,,
5630,omission,JOB,Leiter Finanzen,77,92,,
5630,omission,JOB,Controller,187,197,,
5633,omission,JOB,Projektleiterin Finanzen,96,120,,
5637,omission,DATE,Ende Mai,424,432,,
5637,label,JOB,Head of Treasury,64,80,ORG,Treasury
5637,omission,JOB,Buchhalterin,324,336,,
5639,boundary,MONEY,CHF 25'000,198,208,MONEY,CHF 25'000.
5639,omission,JOB,Verkaufsleiter,179,193,,
5639,omission,JOB,Inhaber und Geschäftsführer,23,50,,
5640,omission,JOB,Mitarbeiterinnen,325,341,,
5640,omission,MONEY,2 Mio.,430,436,,
5640,omission,JOB,CFO,42,45,,
5640,omission,LOC,Zug,78,81,,
5642,omission,JOB,Leiter International Projects,36,65,,
5642,label,NATION,asiatischen,233,244,LOC,asiatischen
5642,omission,JOB,Werksleiter,359,370,,
5643,label,JOB,CEO,334,337,ORG,CEO
5643,omission,JOB,CFO,53,56,,
5644,label,NATION,europäischen,242,254,LOC,europäischen
5644,omission,JOB,Head of Treasury,64,80,,
5644,boundary,ORG,Global Trade Holding SA,85,108,ORG|ORG,Global Trade Holding|SA
5649,omission,JOB,Leiterin Finanzen,51,68,,
5649,omission,JOB,Sales Director,211,225,,
5652,label,JOB,CFO,39,42,ORG,CFO
5652,label,JOB,CEO,312,315,ORG,CEO
5655,label,JOB,CFO,116,119,ORG,CFO
5655,omission,JOB,Buchhalterin,340,352,,
5655,label,JOB,CEO,88,91,ORG,CEO
5670,omission,JOB,CFO,65,68,,
5671,label,JOB,Leiterin Treasury,53,70,PER,Treasury
5672,omission,AGE,48 Jahre,441,449,,
5672,omission,JOB,Geschäftsführer,81,96,,
5672,label,EDU,ETH Zürich,469,479,ORG,ETH
5672,label,NATION,europäischen,205,217,LOC,europäischen
5675,boundary,MONEY,CHF 350'000,239,250,MONEY,CHF 350'000.
5675,omission,JOB,Leiterin Finanzen,20,37,,
5675,omission,DATE,Ende nächster Woche,368,387,,
5675,boundary,ORG,Précision Horlogère SA,42,64,ORG|ORG,SA|Précision Horlogère
5675,omission,LOC,Hongkong,218,226,,
5678,omission,JOB,CFO,50,53,,
5678,omission,JOB,Leiterin Finanzen,476,493,,
5680,omission,JOB,Head of Treasury,57,73,,
5681,omission,JOB,CEO,58,61,,
5681,label,JOB,CFO,409,412,ORG,CFO
5686,omission,JOB,Buchhalterin,309,321,,
5686,omission,JOB,CFO,62,65,,
5691,omission,JOB,COO,115,118,,
5691,omission,JOB,Exportleiter,389,401,,
5693,label,JOB,dipl. Bauingenieur ETH,379,401,PER,ETH
5693,omission,JOB,designierter CEO,112,128,,
5693,omission,JOB,Verwaltungsratspräsident,47,71,,
5694,label,NATION,französischer,306,319,LOC,französischer
5694,label,JOB,CFO,73,76,ORG,CFO
5694,omission,JOB,CEO,39,42,,
5694,boundary,ORG,Logistik Express SA,109,128,ORG,Express SA
5696,omission,JOB,CFO,55,58,,
5703,boundary,ORG,Global Trade Solutions Ltd.,66,93,ORG,Global Trade Solutions Ltd
5703,omission,LOC,Zug,97,100,,
5703,omission,JOB,Treasury Manager,41,57,,
5722,label,JOB,Leiter Treasury,82,97,PER,Treasury
5726,omission,JOB,Geschäftsführer,302,317,,
5726,omission,JOB,Buchhalter,93,103,,
5728,label,LOC,EU,101,103,ORG,EU
5728,omission,JOB,Leiter Finanzen,140,155,,
5734,omission,JOB,Geschäftsführer,98,113,,
5734,omission,JOB,Buchhalterin,324,336,,
5737,omission,JOB,Verkaufsleiter,336,350,,
5737,boundary,MONEY,CHF 20'000,397,407,MONEY,CHF 20'000.
5737,label,JOB,CFO,67,70,ORG,CFO
5739,label,JOB,CFO,63,66,ORG,CFO
5739,omission,JOB,CEO,445,448,,
5743,label,NATION,deutscher,363,372,LOC,deutscher
5743,omission,JOB,Head of Export,48,62,,
5748,boundary,ORG,Metallbau Fischer & Söhne GmbH,53,83,ORG,Fischer & Söhne GmbH
5748,omission,JOB,Geschäftsführer,103,118,,
5754,omission,JOB,CEO,58,61,,
5754,omission,JOB,CFO,382,385,,
5754,omission,DATE,Juni,359,363,,
5756,boundary,PER,Brunner,419,426,PER,Brunner senior
5756,omission,AGE,68-jährigen,55,66,,
5756,label,JOB,ETH-Ingenieur,199,212,ORG,ETH
5757,omission,JOB,Buchhalterin,341,353,,
5757,omission,JOB,Geschäftsführer,86,101,,
5759,omission,JOB,Verwaltungsratspräsident,87,111,,
5762,omission,LOC,Zug,47,50,,
5762,omission,JOB,Managing Partner,72,88,,
5767,omission,JOB,Office Managerin,46,62,,
5767,label,JOB,CEO,304,307,ORG,CEO
5767,omission,JOB,Controller,165,175,,
5773,omission,JOB,Head of Treasury,53,69,,
5773,label,NATION,europäischen,337,349,LOC,europäischen
5778,omission,LOC,Zug,82,85,,
5778,omission,JOB,CFO,46,49,,
5780,omission,AGE,62-jährigen,50,61,,
5780,omission,JOB,Inhaber,62,69,,
5781,omission,JOB,CFO,59,62,,
5786,boundary,ORG,Logistik Express GmbH,4,25,ORG|ORG,Express GmbH|Logistik
5786,omission,JOB,Geschäftsführerin,282,299,,
5790,omission,JOB,Produktionsleiter,118,135,,
5790,label,JOB,CFO,204,207,ORG,CFO
5790,label,NATION,schweizerische,400,414,LOC,schweizerische
5792,omission,JOB,Treasurer,47,56,,
5794,omission,LOC,Zug,32,35,,
5794,omission,JOB,Buchhalter,232,242,,
5794,omission,JOB,IT-Leiter,50,59,,
5799,label,JOB,Leiterin Treasury,70,87,PER,Treasury
5800,omission,JOB,Geschäftsführer,99,114,,
5801,label,EDU,HSG,170,173,ORG,HSG
5801,omission,AGE,66 Jahre,100,108,,
5801,omission,JOB,Anwalt,478,484,,
5802,omission,JOB,Head of Export,34,48,,
5802,boundary,ORG,Seoul Bank Corp.,267,283,ORG,Seoul Bank
5803,omission,JOB,Leiterin Finanzen,37,54,,
5809,boundary,ORG,Familiendruckerei Meier & Söhne AG,15,49,ORG,Meier & Söhne AG
5809,label,EDU,HSG-Absolventen,128,143,ORG,HSG
5811,omission,JOB,CEO,35,38,,
5815,omission,JOB,Inhaber,55,62,,
5824,omission,JOB,Treasurer,27,36,,
5826,omission,JOB,CEO,391,394,,
5826,omission,JOB,CFO,62,65,,
5831,omission,JOB,Inhaber,25,32,,
5835,omission,JOB,CEO,36,39,,
5835,label,JOB,CFO,75,78,ORG,CFO
5841,label,JOB,CFO,4,7,ORG,CFO
5844,label,JOB,CFO,97,100,ORG,CFO
5844,omission,JOB,CEO,132,135,,
5854,boundary,ORG,Handelsfirma Zuber & Co. AG,15,42,ORG,Zuber & Co. AG
5854,label,JOB,HSG-Absolventin,236,251,ORG,HSG
5854,omission,AGE,68 Jahre,115,123,,
5854,omission,JOB,CEO,303,306,,
5859,label,JOB,CFO,53,56,ORG,CFO
5859,label,NATION,schweizerisch-deutsche,360,382,LOC|LOC,deutsche|schweizerisch
5867,omission,JOB,CEO,125,128,,
5867,label,JOB,CTO,253,256,ORG,CTO
5868,label,JOB,CFO,31,34,ORG,CFO
5870,omission,AGE,62 Jahre,333,341,,
5870,omission,LOC,Zug,145,148,,
5870,omission,JOB,Managing Partner,97,113,,
5893,omission,JOB,Leiterin Exportfinanzierung,71,98,,
5893,omission,IBAN,CH55 0023 3233 1234 5678 Z,270,296,,
5894,omission,JOB,CEO,317,320,,
5894,boundary,ORG,Dublin Pharma Research Ltd.,141,168,ORG,Dublin Pharma Research Ltd
5894,label,JOB,CFO,60,63,ORG,CFO
5896,omission,JOB,CEO,56,59,,
5897,omission,JOB,CFO,58,61,,
5898,omission,JOB,Head of Treasury,57,73,,
5899,omission,JOB,Finance Managerin,159,176,,
5903,omission,JOB,Geschäftsführer,9,24,,
5903,label,NATION,deutscher,178,187,LOC,deutscher
5905,omission,JOB,CFO,58,61,,
5905,omission,JOB,CEO,336,339,,
5905,boundary,PER,Peter Frei,350,360,PER,Peter
5910,omission,JOB,Leiter Finanzen & Administration,50,82,,
5913,omission,JOB,COO,90,93,,
5916,omission,JOB,Leiterin Finanzen,38,55,,
5917,omission,JOB,Exportrisikoversicherung,205,229,,
5917,label,JOB,CFO,24,27,ORG,CFO
5919,label,JOB,VR-Mitglied,275,286,ORG,VR
5919,omission,JOB,Verwaltungsratspräsident,72,96,,
5919,label,NATION,deutsche,307,315,LOC,deutsche
5921,omission,JOB,Managing Partner,48,64,,
5928,label,JOB,CFO,51,54,ORG,CFO
5929,omission,JOB,Treasurer,30,39,,
5929,omission,LOC,Zug,390,393,,
5931,omission,JOB,CFO,48,51,,
5932,omission,JOB,Geschäftsführer,190,205,,
5932,omission,AGE,68-jährig,147,156,,
5933,omission,JOB,Head of Treasury,57,73,,
5937,omission,DATE,Ende Juni,313,322,,
5937,omission,JOB,CFO,44,47,,
5939,omission,JOB,Managing Partner,210,226,,
5939,boundary,MONEY,CHF 50'000,269,279,MONEY,CHF 50'000.
5939,omission,JOB,Office Managerin,47,63,,
5945,omission,JOB,Gründer,107,114,,
5945,omission,JOB,CEO,119,122,,
5947,boundary,MONEY,CHF 100'000,202,213,MONEY,CHF 100'000.
5947,omission,JOB,Geschäftsführer,131,146,,
5951,label,NATION,europäischen,389,401,LOC,europäischen
5951,omission,JOB,Head of Treasury,58,74,,
5954,omission,JOB,Geschäftsführer,50,65,,
5954,omission,IBAN,CH44 0023 3233 1234 5678 A,299,325,,
5957,label,JOB,CEO,115,118,ORG,CEO
5957,label,JOB,CFO,141,144,ORG,CFO
5959,omission,JOB,Head of Treasury,60,76,,
5959,label,NATION,asiatischen,511,522,LOC,asiatischen
5961,label,NATION,französischen,404,417,LOC,französischen
5961,omission,JOB,Leiter Finanzen,157,172,,
5961,omission,JOB,COO,56,59,,
5964,omission,DATE,Ende der Woche,369,383,,
5964,label,JOB,CFO,315,318,ORG,CFO
5964,omission,JOB,Treasurer,53,62,,
5966,omission,JOB,CFO,54,57,,
5966,omission,JOB,Leiterin Rechtsabteilung,316,340,,
5967,omission,JOB,Head of Treasury,54,70,,
5969,omission,JOB,Gründer,50,57,,
5969,boundary,PER,Brunner,327,334,PER,Brunner senior
5969,label,EDU,HSG,174,177,ORG,HSG
5969,omission,AGE,32-jähriger,136,147,,
5971,boundary,LOC,Saudi-Arabien,175,188,LOC|LOC,Saudi-|Arabien
5971,omission,JOB,Projektleiterin,312,327,,
5971,omission,JOB,CFO,66,69,,
5992,omission,JOB,Inhaber und Geschäftsführer,98,125,,
6002,omission,AGE,64-jährig,136,145,,
6003,label,NATION,französischen,373,386,LOC,französischen
6003,omission,JOB,Leiterin Rechnungswesen,39,62,,
6003,omission,JOB,Verkaufsleiter,271,285,,
6007,omission,JOB,CEO,380,383,,
6007,omission,LOC,Zug,95,98,,
6007,label,EDU,ETH-Ingenieur,410,423,ORG,ETH
6028,boundary,MONEY,EUR 850'000,201,212,MONEY,EUR 850'000.
6028,label,NATION,deutschen,389,398,LOC,deutschen
6028,omission,JOB,CFO,42,45,,
6029,label,JOB,CEO,86,89,ORG,CEO
6034,omission,JOB,Leiter Finanzen,316,331,,
6034,label,ORG,Graubündner Kantonalbank,396,420,LOC,Graubündner
6037,label,JOB,ETH-Absolventin,109,124,ORG,ETH
6037,omission,LOC,Zug,71,74,,
6037,label,NATION,amerikanischen,396,410,LOC,amerikanischen
6037,label,JOB,CTO,134,137,ORG,CTO
6037,omission,JOB,CEO,80,83,,
6042,label,EDU,EPFL,64,68,ORG,EPFL
6052,omission,JOB,Head of Operations,45,63,,
6052,omission,JOB,CEO,318,321,,
6052,label,EDU,HSG-Absolventin,235,250,ORG,HSG
6079,label,JOB,FX-Spezialisten,254,269,ORG,FX
6079,omission,DATE,90 Tage,207,214,,
6079,label,JOB,Leiterin Treasury,36,53,PER,Treasury
6079,boundary,ORG,Global Trade Solutions SA,58,83,ORG,Global Trade Solutions
6099,omission,JOB,COO,177,180,,
6099,omission,JOB,CEO,86,89,,
6101,boundary,ORG,Ticino Edilizia SA,58,76,ORG,Ticino Edilizia
6101,boundary,MONEY,CHF 500'000,232,243,MONEY,"CHF 500'000,"
6103,omission,JOB,CFO,64,67,,
6105,label,NATION,deutschen,127,136,LOC,deutschen
6105,boundary,MONEY,EUR 750'000,227,238,MONEY,EUR 750'000.
6105,label,JOB,HSG-Absolvent,258,271,ORG,HSG
6105,omission,AGE,45 Jahre,277,285,,
6105,omission,JOB,Geschäftsführer,65,80,,
6114,omission,JOB,Mitarbeiter,320,331,,
6114,omission,JOB,Inhaber,85,92,,
6114,omission,AGE,58 Jahre,94,102,,
6118,omission,JOB,Assistent,340,349,,
6118,omission,JOB,VR-Präsident,119,131,,
6119,omission,JOB,Geschäftsführer,148,163,,
6124,omission,JOB,Leiterin Administration,29,52,,
6124,label,JOB,CEO,146,149,ORG,CEO
6128,label,JOB,CFO,75,78,ORG,CFO
6128,omission,LOC,Landquart,274,283,,
6130,label,JOB,Leiter Treasury,4,19,ORG,Treasury
6136,omission,JOB,Verwaltungsrätin,89,105,,
6138,omission,JOB,CEO,213,216,,
6138,label,JOB,CFO,36,39,ORG,CFO
6138,omission,JOB,Betriebsökonomin FH,296,315,,
6139,label,JOB,Leiter Treasury,29,44,PER,Treasury
6140,omission,JOB,CEO,42,45,,
6144,boundary,MONEY,CHF 500'000,226,237,MONEY,CHF 500'000.
6144,omission,JOB,Projektleiter,92,105,,
6146,omission,JOB,CEO,61,64,,
6146,omission,LOC,Zug,52,55,,
6147,omission,JOB,ETH-Ingenieur,311,324,,
6147,omission,JOB,CFO,47,50,,
6153,omission,JOB,Geschäftsführer,73,88,,
6156,omission,JOB,CEO,36,39,,
6156,omission,AGE,38,130,132,,
6156,label,EDU,HSG-Abschluss,151,164,ORG,HSG
6157,label,JOB,Leiter Treasury,29,44,PER,Treasury
6164,omission,JOB,Geschäftsführerin,32,49,,
6166,omission,JOB,Verwaltungsratspräsidenten,16,42,,
6166,boundary,DATE,Ende Juni 2024,224,238,DATE,Juni 2024
6166,label,NATION,deutsche,263,271,LOC,deutsche
6188,omission,LOC,Zug,11,14,,
6188,omission,JOB,CEO,49,52,,
6188,omission,EDU,HSG-Absolventin,85,100,,
6191,label,JOB,CFO,4,7,ORG,CFO
6193,boundary,ORG,Digital Solutions GmbH,50,72,ORG,Digital Solutions GmbH i.L
6193,label,ORG,Zürcher Kantonalbank,215,235,LOC,Zürcher
6195,boundary,MONEY,EUR 850'000,164,175,MONEY,EUR 850'000.
6195,omission,JOB,CEO,22,25,,
6201,label,NATION,französischen,201,214,LOC,französischen
6201,omission,JOB,Managing Director,87,104,,
6202,omission,JOB,Stiftungsratspräsident,32,54,,
6205,omission,JOB,CFO,47,50,,
6205,omission,JOB,CEO,139,142,,
6211,omission,AGE,58,363,365,,
6214,omission,DATE,Ende Woche,233,243,,
6214,omission,JOB,CFO,33,36,,
6215,omission,JOB,Inhaber,30,37,,
6215,boundary,ORG,Familienbäckerei Huber GmbH,42,69,ORG,Huber GmbH
6215,label,EDU,HSG,133,136,ORG,HSG
6217,label,JOB,CEO,270,273,ORG,CEO
6217,omission,IBAN,CH56 0023 3233 4567 8901 A,190,216,,
6217,omission,JOB,Buchhalterin,31,43,,
6218,omission,JOB,CFO,29,32,,
6218,boundary,MONEY,USD 800'000,142,153,MONEY,USD 800'000.
6219,omission,JOB,Verwaltungsratspräsident,73,97,,
6223,omission,JOB,CFO,32,35,,
6223,omission,JOB,CEO,352,355,,
6225,boundary,MONEY,CHF 5'000,199,208,MONEY,CHF 5'000.
6225,omission,JOB,Geschäftsführer,34,49,,
6225,omission,JOB,Buchhalterin,234,246,,
6225,omission,JOB,Mitarbeiter,102,113,,
6226,omission,LOC,Uster,91,96,,
6227,omission,JOB,Leiter Finanzen,102,117,,
6227,label,JOB,CFO,233,236,ORG,CFO
6227,label,NATION,italienische,264,276,LOC,italienische
6230,omission,JOB,CEO,47,50,,
6230,omission,DATE,Ende Monat,248,258,,
